GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.datainteg,MetadataAsyncIterator.FlatIterator,43,0,10,0,9,0,8,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.feature,FixedValueFeature,34,0,4,0,11,0,7,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.feature,SettableFeatureProvider,28,0,0,0,6,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.feature,SettableFeature,22,0,2,0,8,0,5,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.feature,CacheableFeatureProvider,98,0,10,0,24,0,9,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.meta.exceptions,Code,28,0,0,0,4,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.meta.exceptions,MetadataException,25,0,0,0,10,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,IndexPersistenceMgrStats,49,0,0,0,12,0,5,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,IndexInMemPageMgrStats,19,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,JournalStats.new Gauge() {...},17,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,JournalStats.new Gauge() {...},17,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,EntryMemTableStats,51,0,0,0,14,0,7,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,BookieStats,111,0,0,0,28,0,13,0,13,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,IndexPersistenceMgrStats.new Gauge() {...},17,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,IndexPersistenceMgrStats.new Gauge() {...},17,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,JournalStats,169,0,0,0,45,0,20,0,20,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,BookieStats.new Gauge() {...},17,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,BookieStats.new Gauge() {...},17,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,GarbageCollectorStats.new Gauge() {...},17,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,GarbageCollectorStats.new Gauge() {...},17,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,GarbageCollectorStats.new Gauge() {...},17,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.stats,GarbageCollectorStats,102,0,0,0,25,0,11,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.client,LedgerMetaDataCommand,211,0,18,0,51,0,17,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.client,SimpleTestCommand,172,0,12,0,41,0,10,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.client,LedgerMetaDataCommand.LedgerMetadataFlag,43,0,0,0,7,0,6,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.client,DeleteLedgerCommand.DeleteLedgerFlags,21,0,0,0,3,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.client,DeleteLedgerCommand,137,0,18,0,37,0,16,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.client,SimpleTestCommand.Flags,35,0,0,0,6,0,5,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongLongHashMap,660,0,50,0,119,0,61,0,36,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentOpenHashSet.Builder,77,0,0,0,23,0,9,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongLongPairHashMap,542,0,42,0,91,0,50,0,29,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentOpenHashSet.Section,583,0,72,0,152,0,45,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongHashSet,419,0,40,0,72,0,41,0,21,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentOpenHashMap.Section,831,0,98,0,180,0,60,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongHashMap.Builder,77,0,0,0,23,0,9,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongLongPairHashMap.LongPair,58,0,8,0,12,0,8,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentOpenHashSet,389,0,36,0,67,0,39,0,21,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentOpenHashMap.Builder,77,0,0,0,23,0,9,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongHashMap,496,0,42,0,83,0,49,0,28,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongHashMap.Section,912,0,122,0,211,0,72,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentOpenHashMap,512,0,42,0,89,0,49,0,28,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongLongHashMap.Section,1216,0,144,0,262,0,86,0,14,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongLongPairHashMap.Section,934,0,86,0,185,0,53,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongHashSet.Section,631,0,70,0,145,0,45,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,SynchronizedHashMultiMap,125,0,4,0,22,0,15,0,13,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongLongHashMap.Builder,77,0,0,0,23,0,9,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongHashSet.Builder,77,0,0,0,23,0,9,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongLongPairHashMap.Builder,78,0,0,0,23,0,9,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,BookieId,79,0,12,0,23,0,13,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,NetworkTopologyImpl,933,0,136,0,218,0,95,0,27,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,StabilizeNetworkTopology,110,0,4,0,27,0,12,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,BookieSocketAddress,181,0,12,0,38,0,21,0,15,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,StabilizeNetworkTopology.RemoveNodeTask,81,0,8,0,16,0,6,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,NetworkTopologyImpl.InvalidTopologyException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,NodeBase,208,0,24,0,58,0,29,0,17,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,CachedDNSToSwitchMapping,155,0,14,0,37,0,17,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,ScriptBasedMapping.RawScriptBasedMapping,328,0,34,0,78,0,25,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,DNSToSwitchMapping,3,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,AbstractDNSToSwitchMapping,141,0,14,0,34,0,19,0,12,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,NetworkTopologyImpl.InnerNode,599,0,96,0,119,0,65,0,17,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,ScriptBasedMapping,39,0,0,0,11,0,6,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,NetUtils,90,0,8,0,21,0,8,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,DNS,390,0,36,0,97,0,32,0,14,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,StabilizeNetworkTopology.NodeStatus,23,0,2,0,9,0,5,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,BookieNode,40,0,2,0,10,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperInternalCallbacks.GenericCallbackFuture,16,0,2,0,5,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClientImpl.Counter,33,0,2,0,10,0,5,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ForceLedgerProcessorV3,184,0,15,0,55,0,14,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieRequestProcessor,1287,0,112,0,364,0,113,0,52,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ReadLacCompletion.new BookkeeperInternalCallbacks.ReadLacCallback() {...},31,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadLastConfirmedAndEntryContext,37,0,0,0,14,0,7,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadEntryProcessorV3,624,0,44,0,139,0,39,0,17,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.RejectRequestHandler,5,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ContextPreservingFutureListener,18,0,0,0,8,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClientImpl.ChannelReadyForAddEntryCallback.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.GetListOfEntriesOfLedgerCompletion.new BookkeeperInternalCallbacks.GetListOfEntriesOfLedgerCallback() {...},29,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.AuthRequest,17,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ReadV2ResponseCallback.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DefaultPerChannelBookieClientPool,302,0,32,0,59,0,31,0,15,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieServer.DeathWatcher,53,0,2,0,16,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.GetListOfEntriesOfLedgerCompletion,106,0,8,0,26,0,9,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,WriteEntryProcessorV3,303,0,18,0,76,0,15,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,RequestUtils,223,0,34,0,49,0,26,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieServer,309,0,22,0,84,0,29,0,18,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PacketProcessorBaseV3,171,0,20,0,43,0,16,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.RequestDecoder,82,0,6,0,24,0,5,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ResponseBuilder,58,0,4,0,11,0,7,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ServerSideHandler.AuthHandshakeCompleteCallback,23,0,4,0,7,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.Response,66,0,0,0,16,0,10,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperInternalCallbacks.MultiCallback.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.ResponseEncoder,75,0,8,0,15,0,6,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieRequestProcessor.new GenericFutureListener() {...},77,0,8,0,15,0,6,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.ReadRequest,59,0,2,0,18,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.ResponseEnDecoderV3,21,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.GetBookieInfoCompletion,121,0,6,0,24,0,9,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.AddResponse,29,0,0,0,9,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ForceLedgerCompletion,96,0,4,0,19,0,7,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.StartTLSCompletion.new BookkeeperInternalCallbacks.StartTLSCallback() {...},20,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.V3CompletionKey,52,0,6,0,9,0,7,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClientImpl.new BookkeeperInternalCallbacks.WriteCallback() {...},29,0,2,0,6,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.WriteLacCompletion,96,0,4,0,19,0,7,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,WriteEntryProcessorV3.new BookkeeperInternalCallbacks.WriteCallback() {...},78,0,5,0,20,0,5,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,GetListOfEntriesOfLedgerProcessorV3,148,0,6,0,43,0,7,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieAddressResolver.BookieIdNotResolvedException,20,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.AddResponse.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.GetBookieInfoCompletion.new BookkeeperInternalCallbacks.GetBookieInfoCallback() {...},33,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient,21,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new GenericFutureListener() {...},247,0,26,0,43,0,15,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new Runnable() {...},56,0,0,0,7,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new ChannelInitializer() {...},91,0,2,0,12,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new ClientConnectionPeer() {...},115,0,14,0,32,0,15,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new Recycler() {...},14,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new Recycler() {...},13,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,WriteLacProcessorV3.new BookkeeperInternalCallbacks.WriteCallback() {...},78,0,5,0,20,0,5,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.ErrorResponse,10,0,0,0,3,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer,591,0,44,0,131,0,33,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ServerSideHandler.AuthResponseCallbackLegacy,43,0,2,0,12,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient,2542,0,228,0,642,0,191,0,66,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.ParsedAddRequest,74,0,2,0,23,0,8,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadEntryProcessorV3.new FutureEventListener() {...},63,0,0,0,7,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.AddCompletion,181,0,6,0,43,0,14,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ReadLacCompletion,114,0,8,0,25,0,9,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperInternalCallbacks.MultiCallback,118,0,10,0,33,0,11,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.ResponseDecoder,118,0,16,0,33,0,10,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.ReadResponse,69,0,2,0,18,0,12,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.AuthResponse,16,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.ParsedAddRequest.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PacketProcessorBase,353,0,52,0,101,0,37,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ServerSideHandler.AuthResponseCallback,61,0,2,0,18,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadLacProcessorV3,194,0,12,0,60,0,11,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.ReadRequest.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,GetBookieInfoProcessorV3,159,0,10,0,45,0,10,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler,7,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,LocalBookiesRegistry,25,0,2,0,8,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ForceLedgerCompletion.new BookkeeperInternalCallbacks.ForceLedgerCallback() {...},34,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.AuthenticationException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperInternalCallbacks.TimedGenericCallback,40,0,2,0,11,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClientPool,2,0,0,0,1,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.PacketHeader,57,0,6,0,13,0,8,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ClientSideHandler.AuthHandshakeCompleteCallback,51,0,4,0,14,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperInternalCallbacks,21,0,2,0,6,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperInternalCallbacks.FutureGetListOfEntriesOfLedger,28,0,4,0,9,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.ResponseEnDeCoderPreV3,296,0,18,0,69,0,14,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ServerSideHandler,258,0,34,0,70,0,24,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,RequestStats,387,0,0,0,93,0,46,0,46,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,WriteLacProcessorV3,228,0,8,0,57,0,9,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadEntryProcessor,421,0,32,0,98,0,25,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.CompletionValue,219,0,20,0,50,0,22,0,12,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieRequestHandler,144,0,12,0,39,0,16,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ReadCompletion,210,0,20,0,45,0,18,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PacketProcessorBaseV3.new ChannelFutureListener() {...},61,0,4,0,11,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.V2CompletionKey,88,0,8,0,16,0,10,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding,44,0,0,0,12,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,RequestStats.new Gauge() {...},13,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,RequestStats.new Gauge() {...},13,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,RequestStats.new Gauge() {...},13,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,RequestStats.new Gauge() {...},13,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ClientSideHandler.AuthRequestCallback,76,0,4,0,21,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClientImpl.ChannelReadyForAddEntryCallback,132,0,2,0,36,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.BookieSideConnectionPeerContextHandler.new BookieConnectionPeer() {...},114,0,14,0,33,0,14,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadEntryProcessor.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadEntryProcessor.new FutureEventListener() {...},34,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.1.new DefaultEventLoop() {...},24,0,2,0,4,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClientImpl,975,0,72,0,222,0,74,0,38,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ClientSideHandler,373,0,43,0,88,0,31,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.FailedChannelFutureImpl,91,0,0,0,26,0,24,0,24,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.RequestEncoder,78,0,10,0,15,0,7,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ReadV2ResponseCallback,73,0,0,0,23,0,5,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,WriteEntryProcessor.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.WriteLacCompletion.new BookkeeperInternalCallbacks.WriteLacCallback() {...},34,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.StartTLSCompletion,82,0,6,0,22,0,7,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BKStats.OpStats,269,0,24,0,50,0,18,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ReadCompletion.new BookkeeperInternalCallbacks.ReadEntryCallback() {...},35,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,SimpleBookieServiceInfoProvider,26,0,0,0,9,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.CleanupChannelGroup,68,0,10,0,15,0,10,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,WriteEntryProcessor,292,0,14,0,70,0,15,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ConnectionFutureListener,366,0,40,0,69,0,25,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.Request,90,0,6,0,19,0,16,0,13,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.CompletionKey,13,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,LongPollReadEntryProcessorV3,440,0,42,0,94,0,32,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.RequestEnDecoderV3,21,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.new DefaultEventLoopGroup() {...},17,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.new ChannelInitializer() {...},127,0,4,0,20,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.RequestEnDeCoderPreV3,278,0,24,0,69,0,18,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.new ChannelInitializer() {...},113,0,4,0,18,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BKStats,82,0,6,0,18,0,10,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ConnectionState,33,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.BookieSideConnectionPeerContextHandler,24,0,0,0,7,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BKStats.OpStatData,45,0,2,0,14,0,8,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.storage,EntryLogger,5,0,0,0,1,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.storage,EntryLogIdsImpl,303,0,36,0,68,0,25,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.storage.directentrylogger,DirectEntryLogger.new EntryLogScanner() {...},38,0,4,0,6,0,5,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.storage.directentrylogger,DirectCompactionEntryLog.RecoveredDirectCompactionEntryLog,88,0,0,0,20,0,6,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.storage.directentrylogger,DirectWriter,639,0,48,0,170,0,42,0,18,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.storage.directentrylogger,DirectCompactionEntryLog,246,0,6,0,48,0,14,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.storage.directentrylogger,LogMetadata.new ConcurrentLongLongHashMap.BiConsumerLong() {...},96,0,4,0,22,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.storage.directentrylogger,LogReaderScan,68,0,10,0,21,0,7,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.storage.directentrylogger,DirectEntryLoggerStats,75,0,0,0,20,0,10,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.storage.directentrylogger,WriterWithMetadata,104,0,4,0,23,0,8,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.storage.directentrylogger,DirectCompactionEntryLog.WritingDirectCompactionEntryLog,112,0,2,0,24,0,6,0,5,0
